,Id,Title,Fake/Real,count_quotes,has_quote_start,has_dots,has_apostrophe_s,has_apostrophe,has_number,has_comma,has_colon,has_parenthesis,has_hyphen,has_and,has_percentage,has_interrogation,has_exclamation,has_only_first_upper,has_any_noun_verb_lower,length,ADJ,ADV,NOUN,VERB,PROPN,PUNCT
688,688,Charges dropped against mom nursing her baby while drinking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,4,2,0,0
689,689,Bill Murray Cracks Up Bachelor Party with Homespun Marriage Advice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,5,0,2,0
690,690,Windows 9 could remove desktop mode from mobile devices,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,1,0,4,1,0,0
691,691,"Horseshoe Lake in Kitsap County, Washington Closed After People Sickened  ...",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,1,2,5,2
692,692,Anderson DMV Asks Teen To Remove Makeup For Picture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,3,2,2,0
693,693,Prince ends 17-year war with Warner Bros.; will release new 'Purple Rain' album,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,13,2,0,4,2,4,4
694,694,"Amazon's Annual Shareholder Letter Talks Drones And Grocery Delivery, Not  ...",0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,11,1,0,5,1,1,2
695,695,"Songwriter Jesse Winchester, whose career flourished in Montreal, dies at age 69",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,12,1,0,2,2,3,2
696,696,"""Biological Marvel: Scientists Unlock Secrets of Rare Deep-Sea Creatures""",1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,3,0,5,1,0,4
697,697,NASA IRIS Captures its First Ever Gigantic Solar Eruption from Sun (VIDEO),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,3,1,3,1,2,2
698,698,Apple And IBM Team Up For Enterprise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,2,0,2,0
699,699,"""Royal Dutch Shell to Offload $5.32 Billion in Woodside Shares""",1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,3,0,2,1,0,2
700,700,"Citi Leads Financials Lower, Stocks Slip in Midday Trade",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,0,4,2,1,1
701,701,VIDEO: First Look - Shailene Woodley in New DIVERGENT Preview Clips,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,4,0,4,1,0,2
702,702,Ryan Gosling Hits Cannes Photocall For His Directorial Debut Lost River: Has  ...,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,13,1,0,5,3,1,2
703,703,The Musk Show in Washington Roils Rivals as Fans Applaud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,1,1,0
704,704,SolarCity buys solar panel maker to lower costs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,4,2,0,0
705,705,Forex - Dollar at 3-week lows vs. yen after dovish Fed minutes,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,12,1,0,5,0,2,2
706,706,SXSW 2014: Mindy Kaling Talks Diversity and Double Standards in Showbiz,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11,1,0,4,1,2,1
707,707,"Now, predict first impressions",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,1,1,1,0,1
708,708,"Researchers find AT&T best overall wireless carrier in Boston, but T-Mobile is  ...",0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,13,3,0,4,1,2,3
709,709,Is 'The Revenant' Leonardo DiCaprio's Oscar Winning Movie?,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,8,0,0,2,1,3,2
710,710,"Whoopi, Spike, Debbie Allen, More Celebs Mourn Ruby Dee",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,1,0,2,0,6,3
711,711,Stars offer their condolences over the tragic death of L'Wren Scott,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,1,0,3,1,2,0
712,712,EPA releases carbon rules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,1,1,0
713,713,"""Tech Innovation: Robotics Revolutionizing Agriculture for a Greener Future""",1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0,5,1,0,3
714,714,Pew Report: Top challenges facing the Internet in the next decade,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,2,0,4,1,1,1
715,715,VDH offers mosquito prevention tips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,1,2,0
716,716,"Game of Thrones season 4, episode 7, “Mockingbird,” airs tonight at 9:00 pm on  ...",0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,15,1,0,6,1,0,6
717,717,Amazon ponders Netflix-like service for ebooks - report,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,1,0,3,0,3,2
718,718,Marissa Mayer Explains Why Yahoo Is Undervalued,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,2,3,0
719,719,Colorado's first marijuana vending machine about to start operation,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,9,1,0,2,2,2,0
720,720,Jonah Hill addresses homophobic slur on 'The Tonight Show' [VIDEO],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,3,0,5,3
721,721,"May 6, 2014, 2:30 pmYahoo7 Finance",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6,0,0,2,0,0,2
722,722,Prince re-signs deal with Warner Bros. Records after 18 year split,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,11,0,0,6,1,4,0
723,723,"""Pitbull & Jennifer Lopez Release World Cup's Official Song, 'We Are One'""",1,2,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,12,1,0,2,1,4,5
724,724,"Samsung, 20th Century Fox Expand Ultra HD Content Partnership",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,9,2,0,3,1,3,1
725,725,More transparency could save industry billions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,3,1,0,0
726,726,Nikkei jumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0
727,727,"AT&T tackles online video market with Chernin Group joint venture, $500M pledge",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,12,2,0,6,2,1,1
728,728,DEAD RINGERS: Get A First Look At The Cast Of “Straight Outta Compton  ...,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,14,4,0,4,1,0,3
729,729,"""Where's the Tablet Market Going? Microsoft's Take on the Future""",1,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,10,0,0,4,1,1,3
730,730,'22 Jump Street' stands equally with predecessor,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,7,0,1,3,1,0,1
731,731,US Economy Improves; Federal Reserve Expected to Continue Tapering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,4,2,1
732,732,Pfizer fights back ahead of MPs' grilling on AstraZeneca deal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,2,5,1,0,0
733,733,"Dow 17000: It's the Fourth of July, Let's Celebrate",0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,9,1,0,0,2,2,2
734,734,"""Human Barbie Takes Brave No-Makeup Selfie""",1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,2,0,3,1,0,3
735,735,"""Safe to Commit to 'Silicon Valley' as Show's Popularity Rises""",1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,5,1,0,4
736,736,"Federal Reserve rejects 5 banks' capital plans, including Citigroup",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,9,0,0,4,2,2,1
737,737,"Latest Survey Proves T-Mobile's Network has Improved, but Still has a Ways To Go",0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,14,1,1,5,4,0,2
738,738,Cannes diary: The Search isn't what the delegates are looking for,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,11,0,0,4,1,0,1
739,739,Gasoline Futures Gain on Higher Memorial Day Driving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,3,2,0,0
740,740,"""Entertainment Spectacle: Star-Studded Event Raises Millions for Charitable Causes""",1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,1,0,6,2,0,4
741,741,Arnold Schwarzenegger confused over catchphrases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,1,2,0
742,742,Coca-Cola profit falls 8 percent,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5,0,0,2,1,2,1
743,743,Whooping cough cases spreading across state,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,3,1,0,0
744,744,'Sabotage' undermines itself with too much gore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,1,1,1,1,1,2
745,745,PRICE COMMENTS ON EPA EFFORTS TO CURB CARBON POLLUTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,5,1,1,0
746,746,Frances Bean Cobain Asks Lana Del Rey Not to Romanticize an Early Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,2,6,0
747,747,"""PS4 and Xbox One Battle Continues, with Microsoft's Aces Up Their Sleeves""",1,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,12,0,0,4,1,2,3
748,748,Bieber says sorry for 'offensive' visit to war shrine,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,2,0,3,1,1,2
749,749,10 Occupy Google protesters arrested after refusing to leave for night,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0,0,2,4,1,0
750,750,"""Jenny McCarthy Stands Up for Vaccination Amid Controversy""",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,1,2,2
751,751,Xbox VP Mike Nichols on the state of Xbox One and what Microsoft needs to do  ...,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,1,2,6,1
752,752,Some parents pay more attention to smartphones than kids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,4,1,0,0
753,753,"Amazon, Twitter team up for in-app purchasing",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,7,0,0,4,0,1,2
754,754,UK Unemployment Tumbles to 6.9% as Wages Outstrip Inflation,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,0,0,5,1,1,0
755,755,"""Anita Baker Claims She's Being 'Terrorized'""",1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,2,2,4
756,756,"Gold holds above $1300, focus on US Federal policy meeting",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10,1,0,3,2,1,1
757,757,"""Dubai Pictures: Mega Mall Of The World Project Revealed""",1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,1,0,5,1,0,3
758,758,"FCC Looking Into Netflix's Complaints About Verizon, Comcast",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,8,1,0,2,1,2,1
759,759,Boozing Kiwis buck global trend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,2,1,1,0
760,760,"""250 New Emojis Added, Changing the Way We Communicate""",1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,1,0,2,3,0,3
761,761,HBO drama a powerful look back at early AIDS era,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,1,2,0,3,0
762,762,"Microsoft, Nokia to seal their big deal this Friday",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,1,0,2,1,2,1
763,763,Airlines see FTSE descend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,2,1,0
764,764,US Charges Five in Chinese Army With Hacking -- 4th Update,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11,2,0,2,2,0,1
765,765,"Euro slides to three-month low on German data, EU election uncertainty",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,11,1,0,7,0,1,2
766,766,Bieber Bumbles Into China Insult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2,0,2,0
767,767,Adrienne Bailon fires back at Kardashians: 'Fame and career are different',0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,11,1,1,4,1,1,3
768,768,US charges five Chinese with cyber espionage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,2,1,0,0
769,769,'Heartbleed' bug exposes internet transactions,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,4,1,0,2
770,770,'Who's my girlfriend?' Andrew Garfield snaps at reporter when asked about  ...,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,12,0,0,3,1,2,4
771,771,"Google launches Android smartwatches from Samsung, LG",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,1,0,5,1
772,772,Netflix to Al Franken: Comcast takeover would harm consumers,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,0,0,2,2,3,1
773,773,Climate panel: Time to act is now,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,0,1,3,1,0,1
774,774,CCI to scrutinise Holcim-Lafarge merger: Anil Singhvi,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,7,1,0,3,1,2,2
775,775,Justin Bieber Crashes Drake Bell's Album Release Party! Did He Top His Twitter  ...,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,14,0,0,5,2,3,2
776,776,"Two and a Half Men Child Star Now Fully Bearded, Preaching Against His  ...",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14,1,2,4,1,0,2
777,777,Yelp's business account growth falls short of expectations,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8,1,0,5,1,0,0
778,778,Robert Downey Jr's song arrested on drug charges,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,3,1,3,0
779,779,UK kids' TV star Rolf Harris jailed for child abuse,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,2,1,6,0
780,780,'Captain America' Dominates US Theaters for Record Opening Weekend in April  ...,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,1,3,2
781,781,"""Samsung Galaxy S5 Zoom Specs Leaked: Slimmer Body, 20MP CMOS Sensor""",1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,11,2,0,4,1,4,4
782,782,Voice of a generation: Casey Kasem,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,0,3,0,1,1
783,783,"Samsung Galaxy Gear 2, Gear 2 Neo, Gear Fit to be available April 11",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,2,0,2,1,4,2
784,784,This Is Why Microsoft Is Charging You $99 A Year To Use Office For iPad (MSFT),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,0,2,2,3,2
785,785,Microsoft Lays Off 14% of Company #NokiaFail,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7,0,1,2,2,1,0
786,786,Third US National Climate Assessment reports our ecosystems are already  ...,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,1,3,1,1,1
787,787,Family story is the heart of 'Heaven is for Real',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,3,0,1,2
788,788,American Apparel Implements Rights Plan Amid Ongoing Disputes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,0,4,1,0,0
789,789,Tiger Woods' Girlfriend Lindsey Vonn Is Good Friends With WHO?? Isn't That  ...,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,13,1,0,3,0,3,3
790,790,Interest Rate Limbo: How Low Will the European Central Bank Go?,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11,1,0,4,1,2,2
791,791,Spring Home Buying Season Shows More Positive Signs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,1,5,1,0,0
792,792,No expense spared! Kim Kardashian hits Paris for hen night in $20000 dress,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,13,0,0,3,2,4,1
793,793,Reports of Four Loko's Death Are Greatly Exaggerated. For Now.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,1,2,3,0,0,2
794,794,High Blood Pressure: Tackling the Silent Killer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,2,0,3,1,0,1
795,795,Party Hard Lindsay Lohan Is Back! Hits Club In LA After Alleged Ashton Kutcher  ...,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,15,0,2,2,2,5,2
796,796,"People News: March 20, 2014",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,5,0,0,1,1,1,2
797,797,Samsung Galaxy S5 Neo SM-G850 spotted in benchmark listing,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,9,0,0,2,2,5,1
798,798,How not to celebrate Cinco de Mayo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,3,0
799,799,European Parliament election results illustrate growing dismay with economic  ...,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,3,2,2,1
800,800,US regulators twice failed to probe General Motors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,1,2,2,0,0
801,801,The Walking Dead Season 4 ends on underwhelming cliffhanger (spoilers),0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,10,1,0,3,3,0,2
802,802,10 Best Responses to 'Worlds Most Talked About Couple' Vogue Cover,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,1,1,5,1,0,2
803,803,UN Says Climate Change Needs Our Attention NOW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,3,2,1,0
804,804,Facebook rolls out voting feature worldwide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,2,2,0,0
805,805,Easter Eggs Guide for Captain America: The Winter Soldier,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,0,4,0,2,1
806,806,Pound Climbs to 21-Month High Versus Euro as Construction Jumps,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10,1,0,3,2,1,1
807,807,"""Singer Chris Brown's Assault Trial Set to Begin in Washington""",1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,2,3,2
808,808,"250 New Emojis Are Coming, Including 'Man In Business Suit Levitating'",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,11,1,0,4,3,0,3
809,809,Yahoo posts anaemic growth as advertising lags behind rivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,4,1,1,0
810,810,"""Global News Highlights from April 16""",1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,2,0,1,2
811,811,Microsoft brings Office to the iPad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,2,1,1,0
812,812,"""Amazon Appears Poised to Enter the Smartphone Market""",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,2
813,813,"Planes nearly collided near Newark airport, according to feds",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,1,2,2,2,1
814,814,Rolling Stones guitarist Keith Richards trades his pick for a pen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,5,1,1,0
815,815,Recalls Spark Panic and Quick Fixes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,3,1,0,0
816,816,Pop Star Ariana Grande Launches Charitable Foundation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,1,1,4,0
817,817,US durable goods orders rise for second month in March,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0,3,1,1,0
818,818,Aaron Murray makes his Bachelorette debut (pictures and video),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,3,1,3,2
819,819,American Apparel board votes to oust founder Dov Charney as chairman and  ...,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,5,1,3,1
820,820,Sarah Jessica Parker as a reporter on TV again,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,2,0,3,0
821,821,Fundraiser turning town pink,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,1,0,0
822,822,"Warning system failed in Asiana SFO crash, report says",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,0,3,2,3,1
823,823,'The Fault In Our Stars' Triple-Threat Ansel Elgort Shows Some Skin For  ...,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,13,1,0,6,1,0,3
824,824,Twitter recruits former Goldman Sachs banker Anthony Noto as finance chief,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,4,1,4,0
825,825,Fuel prices increased in Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,2,1,1,0
826,826,Man attacks Brad Pitt but Angelina Jolie's 'Maleficent' blue carpet goes on,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,12,1,0,4,2,3,2
827,827,Brain Scans for Headaches Often Unnecessary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,3,0,0,0
828,828,Rolf Harris jailed for nearly six years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,1,1,2,0
829,829,E3 2014: How Microsoft Fixed the Xbox One in a Single Day,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12,1,0,2,2,1,1
830,830,Toyota: Prepared remarks by President Akio Toyoda on financial results for  ...,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12,2,0,2,0,4,2
831,831,Lindsay Lohan Sues 'Grand Theft Auto V' Creators,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,1,0,4,2,1,2
832,832,Flight MH370 'crashed in south Indian Ocean' - Malaysia PM,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,10,0,0,2,1,5,2
833,833,Markets Performance Dependent On Upcoming Manufacturing ISM Report,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,0,3,2,0,0
834,834,Flip the Bird With the New Middle Finger Emoji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,1,3,0
835,835,'Game of Thrones' Season 4 Finale Shockers: Which Characters Meet their End in ',0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,14,0,0,7,1,0,3
836,836,#Ubergeddon results in surge in Uber app downloads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,4,1,1,0
837,837,Movie review: 'Tammy' takes some funny turns but also loses its way,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,12,1,1,4,2,0,3
838,838,How Did Peaches Geldof Die? Police Search for Cause of Death,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,1,0,6,0,0,1
839,839,"""Fashion Innovator: Visionary Designer Unveils Sustainable Fashion Line""",1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,2,0,5,1,0,3
840,840,Justice Department probing GM recall: AP source,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,0,0,1,1,5,1
841,841,"""Microsoft Demos Groundbreaking Skype Translator Technology""",1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,4,0,2,2
842,842,Artists Advance from Night Three of Battle Rounds on NBC's THE VOICE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,2,1,0
843,843,Arcade Fire releases 'We Exist' video shot at Coachella music festival,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,0,8,1,0,2
844,844,Is the new 'Fifty Shades' photo hot enough for you?,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,10,2,1,2,0,0,2
845,845,World No Tobacco Day is coming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,3,1,0,0
846,846,Amazon willing to pay you up to $5000 to quit your job,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,1,0,1,2,1,0
847,847,Walking improves Parkinson's symptoms,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,1,0,0
848,848,IRS tax tips for last-minute filers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,1,0,4,0,1,1
849,849,"""Anthony Cumia, Fired Over Racial Rant, Sings Controversial Song""",1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9,2,0,3,2,1,4
850,850,"Tokyo stocks tumble on Wall Street downturn, higher yen",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,1,0,2,1,4,1
851,851,Tesla goes open source to cut carbon emissions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,4,2,0,0
852,852,Google Glass to go on general sale in the US for one day only,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,1,3,1,2,0
853,853,"Miley Cyrus Receives ""Big Ass Wet Kiss"" from Dog, Apologizes for Canceled  ...",0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,13,2,0,3,3,2,4
854,854,Credit Suisse to Pay $2.6 Billion in Tax Evasion Case,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,4,1,0,0
855,855,Canada joins global crackdown on malware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,2,1,1,0
856,856,Google Street View WiFi Snooping Appeal Won't be heard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,0,0,2,2,3,0
857,857,GM to Recall Another 2.4 Million Vehicles,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,1,0
858,858,Monstrous rocky planet nicknamed 'Godzilla of Earths',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,2,0,3,1,0,1
859,859,China's top paper dismisses fears Hong Kong autonomy being eroded,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10,1,0,2,2,4,0
860,860,"Toyota recall: Settlement Over, set to pay $1 Billion in US Probe",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,12,0,1,2,2,2,2
861,861,"""Brad Pitt Battles Nazis in 'Fury' Trailer""",1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,2,4
862,862,Garth Brooks warns Irish fans 'it's five shows or none at all' after Croke Park  ...,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,16,1,2,3,1,5,2
863,863,Edgar Wright Leaves Marvel's 'Ant-Man' [UPDATE],0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,6,1,0,4,1,1,4
